Remote Host,Logname,User,Time,Request,Status,Bytes Sent,Referer,User-Agent
::1,-,-,[2024-08-15T11:21:58.859Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:31:17.076Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:34:39.785Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:37:29.864Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:43:25.768Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:44:28.996Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:46:37.427Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:48:10.554Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:49:15.196Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:49:15.364Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:50:37.909Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:50:38.027Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:52:24.769Z],"GET /Botcon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:52:24.914Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:52:46.507Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:53:11.820Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:54:13.467Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:55:35.157Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:15.080Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:15.240Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:25.202Z],"GET /Bot%20Icon.jpg HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:25.313Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:34.840Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:56:34.985Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:58:13.830Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:58:13.982Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:59:05.893Z],"GET /Bot%20Icon.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:59:06.068Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:59:24.456Z],"GET /Bot%20Icon.jpg HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:59:24.610Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T11:59:36.951Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T20:34:38.900Z],"GET /favicon.ico HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T20:34:38.983Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T20:56:38.995Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-15T21:16:11.505Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:01:11.801Z],"GET /favicon.ico HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:01:11.843Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:10:16.340Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:18:03.286Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:19:50.945Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:20:52.205Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:30:07.463Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:30:07.611Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:31:13.849Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:31:13.968Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:31:55.760Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:32:53.720Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:33:54.925Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:34:10.851Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:35:31.036Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:36:48.651Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:02.696Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:10.924Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:26.308Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:26.442Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:42.886Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:37:43.035Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:39:39.984Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:41:09.302Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:04.143Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:04.273Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:10.828Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:10.987Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:51.242Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:42:51.384Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:43:05.799Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:43:05.954Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:43:16.631Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:43:16.758Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:45:42.622Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:46:47.540Z],"GET /bot-image.png HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:46:47.668Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:46:59.607Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:47:24.835Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:47:44.583Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:47:59.382Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:48:15.875Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:48:30.132Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:51:02.389Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:52:21.834Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:53:08.319Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:53:46.579Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:55:07.891Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:55:15.585Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T10:55:53.761Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:33:15.356Z],"GET /favicon.ico HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:33:15.413Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:36:18.447Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:37:11.203Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:51:35.369Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T15:54:50.459Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-16T17:59:54.127Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-17T08:21:14.714Z],"GET /favicon.ico HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
::1,-,-,[2024-08-17T08:21:14.837Z],"POST /botdetected/json HTTP/1.1",-,-,"http://localhost:3000/","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
